1:...育"作为一个专有名很少出现，大多只单用一个"教"字，如《中庸》说："修道之谓教"[；]《荀子·修身》说："以善先人者谓之教"[；]《学记》说："教也者，长善而救其失者也"。在西方，教育一词源于...		  【文件名:\当代\CWAC\AEB0001.txt	文章标题:	作者:】
4608:　　63）性功能障碍[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4609:　　65）已育妇女单侧卵巢切除[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4610:　　66）已育妇女单侧输卵管切除[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4611:　　67）已育妇女单侧乳腺切除[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4612:　　68）其他职业性肺疾患，肺功能正常[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4613:　　69）中毒性肾病，持续低分子蛋白尿[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4614:　　70）慢性中度磷中毒[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4615:　　71）工业性氟病II期[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4616:　　72）减压性骨坏死II期[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4617:　　73）轻度手臂振动病[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4618:　　1）癫痫轻度[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4619:　　2）中毒性周围神经病轻度感觉障碍[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4620:　　3）脑挫裂伤无功能障碍[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4621:　　4）开颅手术后无功能障碍者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4622:　　5）颅内异物无功能障碍[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4623:　　6）颈部外伤致颈总、颈内动脉狭窄，支架置入或血管搭桥手术后无功能障碍[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4624:　　7）符合中度毁容标准之二项或轻度毁容者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4625:　　8）发际边缘瘢痕性秃发或其他部位秃发，需戴假发者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4626:　　9）颈部瘢痕畸形，不影响活动[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4627:　　10）全身瘢痕占体表面积≥5%[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4628:　　12）两个以上横突骨折后遗腰痛[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4629:　　13）三个节段脊柱内固定术[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4630:　　14）脊椎压缩前缘高度&amp;lt;1/2者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4631:　　15）椎间盘切除术后无功能障碍[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4632:　　18）一拇指指间关节功能丧失[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4633:　　19）一足拇趾末节缺失[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4634:　　20）除拇趾外其他二趾缺失或瘢痕畸形，功能不全[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4635:　　21）跖骨或跗骨骨折影响足弓者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4636:　　22）患肢外伤后一年仍持续存在下肢中度以上凹陷性水肿者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4637:　　23）骨折内固定术后，无功能障碍者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4638:　　24）外伤后膝关节半月板切除、髌骨切除、膝关节交叉韧带修补术后无功能障碍[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4639:　　25）第Ⅴ对脑神经眼支麻痹[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4640:...）眶壁骨折致眼球内陷、两眼球突出度相差&amp;gt;2mm或错位变形影响外观者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4641:　　29）泪器损伤，手术无法改进溢泪者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4642:　　31）发声及言语不畅[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4643:　　32）铬鼻病有医疗依赖[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4644:　　33）牙槽骨损伤长度&amp;gt;4cm，牙脱落4个及以上[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4645:　　34）上、下颌骨骨折，经牵引、固定治疗后无功能障碍者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4646:　　35）肺修补术[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4647:　　36）肺内异物滞留或异物摘除术[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4648:　　37）膈肌修补术[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4649:　　39）食管修补术[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4650:　　40）胃修补术后[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4651:　　41）十二指肠修补术[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4652:　　42）小肠修补术后[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4653:　　43）结肠修补术后[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4654:　　44）肝修补术后[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4655:　　45）胆囊切除[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4656:　　46）开腹探查术后[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4657:　　47）脾修补术后[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4658:　　48）胰修补术后[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4659:　　49）肾修补术后[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4660:　　50）膀胱修补术后[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4661:　　51）子宫修补术后[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4662:　　52）一侧卵巢部分切除[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4663:　　53）阴道修补或成形术后[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4664:　　1）符合中度毁容标准之一项者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4665:...2）面部有瘢痕，植皮，异物色素沉着或脱失&amp;gt;2cm2（注：2为平方）[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4666:　　3）全身瘢痕面积&amp;lt;5%，但≥1%[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4667:　　4）外伤后受伤节段脊柱骨性关节炎伴腰痛，年龄在50岁以下者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4668:　　5）稚间盘突出症未做手术者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4669:　　6）一手指除拇指外，任何一指远侧指间关节离断或功能丧失[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4670:　　7）指端植皮术后（增生性瘢痕1cm2（注：2为平方）以上）[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4671:　　8）手背植皮面积&amp;gt;50cm2（注：2为平方），并有明显瘢痕[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4672:　　9）手掌、足掌植皮面积&amp;gt;30%者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4673:　　10）除拇指外，余3～4指末节缺失[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4674:　　12）足背植皮面积&amp;gt;100cm2（注：2为平方）[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4675:　　13）膝关节半月板损伤、膝关节交叉韧带损伤未做手术者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4676:　　14）身体各部位骨折愈合后无功能障碍[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4677:　　15）一手或两手慢性放射性皮肤损伤II度及Ⅱ度以上者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4678:　　18）一侧或双侧睑外翻或睑闭合不全行成形手术后矫正者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4679:　　21）职业性及外伤性白内障术后人工晶状体眼，矫正视力正常者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4680:　　22）职业性及外伤性白内障，矫正视力正常者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4681:　　23）晶状体部分脱位[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4682:　　24）眶内异物未取出者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4683:　　27）角巩膜穿通伤治愈者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4684:　　29）双侧前庭功能丧失，闭眼不能并足站立[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4685:　　30）铬鼻病（无症状者）[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4686:　　31）嗅觉丧失[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4687:　　32）牙齿除智齿以外，切牙脱落1个以上或其他牙脱落2个以上[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4688:　　33）一侧颞下颌关节强直，张口困难I度[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4689:　　34）鼻窦或面颊部有异物未取出[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4690:　　35）单侧鼻腔或鼻孔闭锁[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4691:　　36）鼻中隔穿孔[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4692:　　37）一侧不完全性面瘫[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4693:　　38）血、气胸行单纯闭式引流术后，胸膜粘连增厚[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4694:　　39）开胸探查术后[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4695:　　40）肝外伤保守治疗后[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4696:　　41）胰损伤保守治疗后[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4697:　　42）脾损伤保守治疗后[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4698:　　43）肾损伤保守治疗后[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4699:　　44）膀胱外伤保守治疗后[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4700:　　45）卵巢修补术后[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4701:　　46）输卵管修补术后[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4702:　　47）乳腺修补术后[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4703:　　48）免疫功能轻度减退[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4704:　　49）慢性轻度磷中毒[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4705:　　50）工业性氟病I期[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4706:　　51）煤矿井下工人滑囊炎[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4707:　　52）减压性骨坏死I期[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4708:　　53）一度牙酸蚀病[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4709:　　（一）具有医疗卫生高级专业技术职务任职资格[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4710:　　（二）掌握劳动能力鉴定的相关知识[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4711:...见。设区的市级劳动能力鉴定委员会根据专家组的鉴定意见作出工伤职工劳动能力鉴定结论[；]必要时，可以委托具备资格的医疗机构协助进行有关的诊断。		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4712:　　该计划适用于人数较少的企业(通常少于1000人)[；]		  【文件名:\当代\CWAC\CIE0171.txt	文章标题:	作者:】
4713:　　该计划适用于产量与成本稳定的企业[；]		  【文件名:\当代\CWAC\CIE0171.txt	文章标题:	作者:】
4714:　　组织有明确的生产率目标[；]		  【文件名:\当代\CWAC\CIE0171.txt	文章标题:	作者:】
4715:　　奖励分配以团体为单位，这个团体可以是某个独立小组，也可以是整个组织[；]		  【文件名:\当代\CWAC\CIE0171.txt	文章标题:	作者:】
4716:　　鼓励员工提建议，削减生产成本，提高生产率[；]		  【文件名:\当代\CWAC\CIE0171.txt	文章标题:	作者:】
4717:...这种所谓的合作与和谐是不能持久的。合作不是合并，而是通过利益共享同时增进各方利益[；]和谐不是没有矛盾，而是合理解决矛盾冲突、免于矛盾激化。只有劳动...		  【文件名:\当代\CWAC\CIE0171.txt	文章标题:	作者:】
4718:...要认真审查其相关内容。比如：要搞清楚此人是从哪个单位来的，是否在原单位参加过培训[；]挖来的人才是否会对原单位造成损失，如若会造成损失，那么接纳此人...		  【文件名:\当代\CWAC\CIE0172.txt	文章标题:	作者:】
4719:...劳动合同法》第十九条规定：劳动合同期限三个月以上不满一年的，试用期不得超过一个月[；]劳动合同期限一年以上三年以下的，试用期不得超过二个月[；]三年以上固定期限和无固定期限的劳动合同试用期不得超过六个月。同...		  【文件名:\当代\CWAC\CIE0172.txt	文章标题:	作者:】
4720:关键词：劳资关系[；]政府[；]和谐		  【文件名:\当代\CWAC\CIJ0176.txt	文章标题:	作者:】
4721:...《英国工人阶级状况》和夏衍在《包身工》中所描述的现象在非公有制企业的小范围内重演[；]法律规定的劳动时间、劳动保护、加班工资普遍没有被完全执行，大多...		  【文件名:\当代\CWAC\CIJ0176.txt	文章标题:	作者:】
4722:...，一面"减员增效"，另一面将宪法规定的国有企业民主管理制度虚设，实行一把手说了算[；]把职工的主人翁地位下降为纯粹的雇佣劳作者简介：周道华，男，福建...		  【文件名:\当代\CWAC\CIJ0176.txt	文章标题:	作者:】
4723:...，一些地方政府只重视经济建设的投入回报，严重忽视社会事业投入的巨大经济、社会效益[；]不恰当地把一些本应该由政府提供的公共产品和公共服务推向市场、推...		  【文件名:\当代\CWAC\CIJ0176.txt	文章标题:	作者:】
4724:...雇工人及职员的权利。资方解雇工人及职员，在集体合同及劳动契约上有规定者按规定办理[；]无规定者须于解雇前十日通知劳方并酌给劳方若干遣散费。遣散费的数...		  【文件名:\当代\CWAC\CIL0182.txt	文章标题:	作者:】
4725:第八条所有工厂商店已开工复业者，须努力经营[；]未开工复业或未完全开工复业者，须力求开工复业[；]如因不可克服的困难而不能开工复业或须歇业转业者，须向人民政府申...		  【文件名:\当代\CWAC\CIL0182.txt	文章标题:	作者:】
4726:...九条凡在解放后，资方复业招雇职工时，曾因参加革命政治活动而被解雇的职工应首先复工[；]其他在解放前六个月内被辞退的原有职工，应尽先录用或逐渐补用[；]但因过失被解雇者不在此例。		  【文件名:\当代\CWAC\CIL0182.txt	文章标题:	作者:】
4727:...）报到并按期到厂工作，否则作弃权论。资方在原有职工不足复工的时候，可以另招新职工[；]但在资方并未添用新职工时，原有职工一般不得提出强行复工的要求。		  【文件名:\当代\CWAC\CIL0182.txt	文章标题:	作者:】
4728:...，旧有规定者，照原规定办理，如尚无规定或规定过少者，应规定生育前后休息共四十五天[；]小产、怀孕在三个月以内者，休息十五天，怀孕在三个月以上者，休息...		  【文件名:\当代\CWAC\CIL0182.txt	文章标题:	作者:】
